epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,444.619,1.36838,0.85068,1.17465,0.87641,0.79483,0.87976,0.53549,1.44242,0.86206,1.20896,0.00168032,0.00168032,0.00168032
18,469.567,1.33768,0.8402,1.15745,0.87728,0.8448,0.90692,0.57696,1.31491,0.77837,1.14692,0.00166034,0.00166034,0.00166034
19,493.602,1.34201,0.83319,1.16579,0.86047,0.82731,0.89973,0.5568,1.37887,0.80609,1.18041,0.00164036,0.00164036,0.00164036
20,517.238,1.33892,0.82663,1.16623,0.86493,0.84744,0.91574,0.59106,1.28818,0.75883,1.13498,0.00162038,0.00162038,0.00162038
21,541.122,1.31372,0.80522,1.152,0.89764,0.84581,0.92131,0.5848,1.39237,0.75586,1.17926,0.0016004,0.0016004,0.0016004
22,564.495,1.2976,0.79293,1.14325,0.89661,0.84217,0.91839,0.60352,1.30196,0.74099,1.13731,0.00158042,0.00158042,0.00158042
23,587.958,1.30844,0.78999,1.14495,0.92392,0.84651,0.93422,0.60949,1.25604,0.71233,1.11924,0.00156044,0.00156044,0.00156044
24,612.049,1.28626,0.77624,1.12892,0.90224,0.86991,0.92694,0.57868,1.3426,0.71568,1.14064,0.00154046,0.00154046,0.00154046
25,635.377,1.30546,0.78047,1.13542,0.88356,0.83604,0.91365,0.60796,1.28442,0.76121,1.121,0.00152048,0.00152048,0.00152048
26,659.363,1.27712,0.76355,1.13161,0.88912,0.83735,0.91976,0.57242,1.3759,0.74203,1.16436,0.0015005,0.0015005,0.0015005
27,682.766,1.22864,0.74429,1.1048,0.90645,0.87511,0.94404,0.61137,1.31567,0.68187,1.1408,0.00148052,0.00148052,0.00148052
28,706.729,1.24789,0.75116,1.12776,0.90555,0.86169,0.93192,0.6115,1.30543,0.70548,1.1313,0.00146054,0.00146054,0.00146054
29,730.839,1.24834,0.74694,1.12273,0.91082,0.87505,0.9421,0.61951,1.24744,0.66235,1.09832,0.00144056,0.00144056,0.00144056
30,754.602,1.23485,0.72972,1.11027,0.91829,0.8425,0.93688,0.6232,1.24737,0.67027,1.10537,0.00142058,0.00142058,0.00142058
31,778.28,1.2168,0.72454,1.10381,0.91654,0.87593,0.94286,0.64447,1.18466,0.65556,1.09169,0.0014006,0.0014006,0.0014006
32,802.701,1.20744,0.71873,1.10118,0.90645,0.8666,0.94318,0.64888,1.19702,0.65726,1.09863,0.00138062,0.00138062,0.00138062
33,826.634,1.21449,0.71641,1.10202,0.92201,0.87812,0.94868,0.63884,1.22366,0.6447,1.09481,0.00136064,0.00136064,0.00136064
34,850.037,1.20494,0.71038,1.09528,0.92482,0.88446,0.95229,0.62827,1.24679,0.63822,1.09863,0.00134066,0.00134066,0.00134066
35,874.173,1.19737,0.70497,1.09785,0.92801,0.87944,0.9514,0.63501,1.23085,0.65064,1.09802,0.00132068,0.00132068,0.00132068
36,898.007,1.16979,0.6929,1.08566,0.92771,0.87769,0.94254,0.64679,1.19938,0.64417,1.08748,0.0013007,0.0013007,0.0013007
37,921.963,1.20669,0.70996,1.09705,0.92977,0.87635,0.94273,0.66342,1.14347,0.62339,1.0714,0.00128072,0.00128072,0.00128072
38,945.97,1.18937,0.69044,1.08559,0.93536,0.87681,0.94631,0.66133,1.16048,0.62549,1.06931,0.00126074,0.00126074,0.00126074
39,969.075,1.15432,0.67512,1.07427,0.93492,0.89432,0.95781,0.67575,1.12652,0.60406,1.05579,0.00124076,0.00124076,0.00124076
40,992.406,1.16762,0.68623,1.07407,0.92842,0.90355,0.95704,0.6412,1.183,0.61998,1.07599,0.00122078,0.00122078,0.00122078
41,1016.24,1.17975,0.68691,1.09057,0.93121,0.89391,0.95766,0.67046,1.12905,0.59824,1.05754,0.0012008,0.0012008,0.0012008
42,1039.77,1.15559,0.66866,1.07339,0.93547,0.87637,0.95112,0.66651,1.13562,0.62048,1.05638,0.00118082,0.00118082,0.00118082
43,1063.54,1.16272,0.67284,1.07478,0.94512,0.89838,0.96285,0.67861,1.12765,0.59552,1.05795,0.00116084,0.00116084,0.00116084
44,1085.32,1.14586,0.65935,1.0709,0.94302,0.89654,0.95854,0.67562,1.11851,0.58733,1.04722,0.00114086,0.00114086,0.00114086
45,1106.78,1.14611,0.66343,1.06226,0.92813,0.91146,0.96384,0.68059,1.11539,0.59542,1.04972,0.00112088,0.00112088,0.00112088
46,1128.23,1.14686,0.66502,1.07456,0.93834,0.88065,0.95193,0.66051,1.1728,0.63025,1.07656,0.0011009,0.0011009,0.0011009
47,1149.96,1.13038,0.64773,1.05692,0.93778,0.89868,0.9623,0.66657,1.18911,0.58363,1.06435,0.00108092,0.00108092,0.00108092
48,1171.43,1.12157,0.64574,1.05436,0.95679,0.9029,0.96537,0.68068,1.11419,0.56646,1.04378,0.00106094,0.00106094,0.00106094
49,1193.22,1.13288,0.65366,1.0622,0.94474,0.89933,0.96084,0.69197,1.11203,0.56175,1.05076,0.00104096,0.00104096,0.00104096
50,1215.13,1.13367,0.65168,1.06535,0.94327,0.89961,0.96402,0.68958,1.06663,0.56323,1.02474,0.00102098,0.00102098,0.00102098
51,1236.74,1.09283,0.63236,1.05437,0.9315,0.90837,0.95948,0.67437,1.14912,0.57927,1.06253,0.001001,0.001001,0.001001
52,1258.76,1.13626,0.65502,1.05794,0.94828,0.90829,0.9612,0.66199,1.15507,0.57382,1.05228,0.00098102,0.00098102,0.00098102
53,1280.9,1.1191,0.6416,1.05057,0.94863,0.91451,0.96313,0.68589,1.10169,0.55606,1.03689,0.00096104,0.00096104,0.00096104
54,1302.53,1.07287,0.6214,1.03984,0.94246,0.91189,0.96292,0.67668,1.0974,0.55724,1.03203,0.00094106,0.00094106,0.00094106
55,1323.7,1.09046,0.62106,1.04271,0.94535,0.91188,0.96603,0.70268,1.06457,0.55325,1.02542,0.00092108,0.00092108,0.00092108
56,1345.52,1.08643,0.6196,1.04678,0.95834,0.90764,0.96744,0.68718,1.10506,0.55526,1.03204,0.0009011,0.0009011,0.0009011
57,1367.1,1.08202,0.6166,1.04095,0.95743,0.89873,0.96345,0.7095,1.06123,0.54963,1.01914,0.00088112,0.00088112,0.00088112
58,1388.6,1.07049,0.61223,1.04444,0.95119,0.91423,0.96793,0.68866,1.10944,0.55037,1.04402,0.00086114,0.00086114,0.00086114
59,1410.26,1.08606,0.62068,1.05074,0.96221,0.90414,0.97011,0.70532,1.06856,0.53352,1.0276,0.00084116,0.00084116,0.00084116
60,1431.88,1.07335,0.6072,1.03197,0.95533,0.91886,0.97126,0.72886,1.0114,0.51923,0.99765,0.00082118,0.00082118,0.00082118
61,1453.52,1.05898,0.60444,1.03162,0.96097,0.9167,0.96986,0.71124,1.0294,0.52947,1.00685,0.0008012,0.0008012,0.0008012
62,1474.47,1.07476,0.60731,1.03053,0.95513,0.91452,0.96553,0.71393,1.02272,0.52911,1.0106,0.00078122,0.00078122,0.00078122
63,1496.43,1.04799,0.59827,1.03064,0.9531,0.92649,0.97251,0.7192,1.02387,0.5227,1.00704,0.00076124,0.00076124,0.00076124
64,1517.86,1.06077,0.60066,1.03104,0.95621,0.92854,0.97508,0.73404,0.98895,0.50385,0.98853,0.00074126,0.00074126,0.00074126
65,1539.91,1.04804,0.59913,1.02778,0.95667,0.91846,0.97259,0.71565,1.03732,0.52413,1.00839,0.00072128,0.00072128,0.00072128
66,1561.95,1.04162,0.59758,1.02513,0.96266,0.92681,0.97605,0.73669,0.97725,0.50389,0.98219,0.0007013,0.0007013,0.0007013
67,1583.82,1.03592,0.59337,1.02595,0.95167,0.92942,0.97281,0.73222,1.00267,0.51483,0.99574,0.00068132,0.00068132,0.00068132
68,1605,1.01176,0.57884,1.0128,0.95957,0.92617,0.9728,0.72732,1.02134,0.51122,1.00427,0.00066134,0.00066134,0.00066134
69,1626.52,1.01085,0.57665,1.01504,0.96152,0.93118,0.97288,0.73075,1.0223,0.50979,1.00026,0.00064136,0.00064136,0.00064136
70,1648.27,1.03251,0.58805,1.02366,0.96154,0.93166,0.97599,0.7277,1.01936,0.50161,1.00469,0.00062138,0.00062138,0.00062138
71,1669.57,1.02368,0.57844,1.0204,0.95884,0.92943,0.97469,0.72755,1.0101,0.50106,0.99718,0.0006014,0.0006014,0.0006014
72,1690.37,1.01298,0.57758,1.01736,0.95967,0.93336,0.97756,0.73065,1.02203,0.50942,1.00454,0.00058142,0.00058142,0.00058142
73,1711.67,1.00453,0.57054,1.00792,0.96168,0.93249,0.97746,0.7326,0.99779,0.48869,0.98997,0.00056144,0.00056144,0.00056144
74,1733.02,1.02449,0.57546,1.01672,0.96903,0.94082,0.98035,0.74522,0.96409,0.48122,0.98282,0.00054146,0.00054146,0.00054146
75,1754.27,0.99814,0.56153,1.00473,0.96015,0.93775,0.97733,0.74839,0.97497,0.48373,0.98168,0.00052148,0.00052148,0.00052148
76,1775.98,0.99733,0.56596,1.00613,0.96727,0.93279,0.98032,0.76155,0.93155,0.47362,0.9649,0.0005015,0.0005015,0.0005015
77,1797.12,0.99623,0.56215,1.01484,0.96611,0.93723,0.97909,0.75085,0.96734,0.47543,0.97706,0.00048152,0.00048152,0.00048152
78,1818.48,0.98185,0.55608,0.99967,0.96986,0.93205,0.98079,0.74258,0.967,0.47992,0.97637,0.00046154,0.00046154,0.00046154
79,1839.79,0.98998,0.56207,1.00445,0.96378,0.94486,0.98028,0.75828,0.93376,0.46737,0.96446,0.00044156,0.00044156,0.00044156
80,1861.29,0.96285,0.54441,0.98802,0.96676,0.94695,0.98201,0.75733,0.93654,0.46422,0.96328,0.00042158,0.00042158,0.00042158
81,1882.79,0.97724,0.5508,0.99685,0.96618,0.94213,0.98139,0.75452,0.94576,0.47192,0.96926,0.0004016,0.0004016,0.0004016
82,1904.41,0.96147,0.54675,0.99074,0.97269,0.93512,0.97991,0.76661,0.90343,0.45932,0.95184,0.00038162,0.00038162,0.00038162
83,1926.6,0.93962,0.53734,0.9896,0.96289,0.94125,0.97988,0.75762,0.9432,0.46594,0.96985,0.00036164,0.00036164,0.00036164
84,1948.73,0.95446,0.5418,0.98942,0.97003,0.93646,0.97912,0.76063,0.93601,0.46534,0.96264,0.00034166,0.00034166,0.00034166
85,1971,0.95703,0.54367,0.99346,0.96074,0.94418,0.9801,0.76354,0.91761,0.45699,0.95775,0.00032168,0.00032168,0.00032168
86,1993.17,0.94926,0.54506,0.99558,0.97189,0.93555,0.98049,0.76031,0.93798,0.46077,0.95958,0.0003017,0.0003017,0.0003017
87,2015.18,0.94039,0.53486,0.98798,0.96633,0.94367,0.97923,0.76998,0.90698,0.45246,0.95372,0.00028172,0.00028172,0.00028172
88,2037.05,0.95932,0.54179,0.99476,0.95929,0.95041,0.98066,0.76735,0.91932,0.45852,0.95898,0.00026174,0.00026174,0.00026174
89,2058.05,0.92511,0.52973,0.98064,0.97232,0.93952,0.98055,0.76885,0.91361,0.45456,0.95519,0.00024176,0.00024176,0.00024176
90,2079.97,0.93431,0.53269,0.98356,0.97532,0.93541,0.98073,0.77547,0.90209,0.45188,0.95197,0.00022178,0.00022178,0.00022178
91,2104.59,0.90734,0.48787,1.01008,0.96911,0.9352,0.9799,0.76105,0.93767,0.46131,0.96701,0.0002018,0.0002018,0.0002018
92,2125.82,0.89193,0.47468,1.00212,0.96682,0.94518,0.98268,0.76566,0.92213,0.45532,0.95858,0.00018182,0.00018182,0.00018182
93,2178.51,0.88753,0.47615,0.99203,0.96937,0.94358,0.98185,0.77289,0.9088,0.44962,0.95444,0.00016184,0.00016184,0.00016184
94,2199.63,0.87266,0.46519,1.00057,0.96653,0.94963,0.98397,0.7733,0.90109,0.4444,0.95018,0.00014186,0.00014186,0.00014186
95,2221.01,0.85742,0.46717,0.98069,0.96661,0.95178,0.98121,0.7773,0.89946,0.44566,0.9516,0.00012188,0.00012188,0.00012188
96,2242.66,0.87768,0.46655,0.99395,0.96778,0.94808,0.98137,0.7714,0.9205,0.44513,0.95517,0.0001019,0.0001019,0.0001019
97,2263.64,0.86556,0.466,0.98771,0.97853,0.93923,0.98227,0.7756,0.91479,0.44475,0.95418,8.192e-05,8.192e-05,8.192e-05
98,2284.95,0.86139,0.45955,0.98927,0.97455,0.94125,0.98201,0.78037,0.88996,0.43867,0.94751,6.194e-05,6.194e-05,6.194e-05
99,2306.48,0.8523,0.45859,0.98482,0.97128,0.94892,0.98255,0.78191,0.89177,0.43716,0.94855,4.196e-05,4.196e-05,4.196e-05
100,2327.9,0.85815,0.46061,0.98865,0.96827,0.94998,0.98228,0.77991,0.8912,0.43909,0.9466,2.198e-05,2.198e-05,2.198e-05
